,text,label
3672,Bari ajeeb baat ki ap ney terrorist to terrorist hy kisi bhe qoom ka ho usko phansi dena chahye yehan pay sirf 2 qoomon ka ziker keon?,0
3673,Aaap log support karna band kar do terrorism ko wo automatically band hojae ga.... hamen haar manzoor nai he banyon se,0
3674,Maine suna tha chhoti-chhoti baaton pe murder karte hai..,0
3677,Agaar ghalat hn to correction kijiye ga,0
3679,"Stop terrorism in Kashmir, baqi sub apnay app teekh ho Jaye ga.",0
3680,Bhai aap Buddha hogaya pata nhi kitna saal aur jioge  be good dude first apna rape karna band kardo yaar,0
3682,Itna bara zulm. Is zulm k baad tu Hitler  khud chal k aaya hoga apna student banane k liaye.,0
3684,"Afsos isi baat ki hai , per koi nahi ek na ek din aqal thikane aayegi aur log samjhenge , nafrat se nahi payar se dil jeeta jata hai",0
3685,"Chalo bhayya ,bheek hi sahi per rape nae kerte",0
3686,Tum Raw band kr do yar terrorism band ho jye gi,0
3690,Kuch Kehna Baaqi Hai Ya Ab Bhi Nafrat Ka Sabab Poochogay Aap Log Balochistan walon Say ya Balochon se K Q Dil... http://fb.me/8YMkpSLfm ,0
3692,Unko sirf Hitler ki bhasha samaj me aayegi,0
3693,@ranbirrk Achcha choddo yaar. Tum log Jeeton aur hazaaron Baar jeeton sirf Terrorism bandh kar do yaar. Mujhe haar manzoor hai.u dad iztalli,0
3694,apki movie ka trailer share karne me darr lagta he aajkal log dekhne ke bad esa esa sunate he na khoon ke aasu rota hai dil@halfgirlfrnd.,0
3695,Turn up Turn up Turn up khuphuka Deeeeeeejay shona phansi mawuthandawaaaaaaaaaaashaaaaa #Fakumoya,0
3696,Rape ko rap kehne wale jahil se behes kr ke aap log apna time waste kr rahe hai i think @Joweria_Malik @MoazamBaloch4,0
3697,Terrorism Pakistan me hai or fikar puri duniya ko hai pata nahin inhe hamari fikar hai ya humse darte hai https://twitter.com/chintskap/status/875447907922567170 …,0
3698,Itni shiddat se to koi kisi se pyar bhi nahi karta. Fir itni nafrat late kaha se ho bhai ? https://twitter.com/RoflGandhi_/status/876144604138975233 …,0
3699,"army nhi hai bhai wo khud terrorists hai, ar terrorism kaha india ki wajah se hafiz saeed indian hai yaa osama bin laden ??",0
3701,Haaro ge he. InShaa Allah. Terrorism phelane me bhi aur Kal ka match bhi,0
3702,@myogiadityanath ji up se jo crime h ab aap puri tarah se saaf kar de ji rape jaise crime t bilkul saaf kareye taki ladkiya aaram se rahe,0
3705,india hum apna kutton ko bhi na bhjna tum papion ka kia bhrosa unka bhi rape kar do,0
3706,Is ki nachne wali biwi ka rape to nahi Ho Gaya https://twitter.com/anihachaudhary/status/875748393020039169 …,0
3707,Terrorism tm log bandh kardo chutyon kashmir mai,0
3708,aap lead kerna Shuhada ki tehreek aur aap ko kasam hay un kay pak khoon ki kay aap jaan denge un kay haq k leye??nahi beta kabi nahi dega tu,0
3709,Haan aur misunderstanding aur nafrat badd jayegi uski anika ke liye,0
3710,Shukr h khuda k ki Kashmir abhi hindustan m h agr Pakistan m hota to isse bhi bure halaat hote phale apne desh k terrorism ko khtm kre aplog,0
3711,iss khandan ko hitler ki zarorat hai,0
3712,Congress ne deshwasiyo ka khoon choosa hai,0
3713,Shit. Phir se feelings aa rahi hain. Gaaliyan deney ko dil karta hai. Dil khoon ke aansu rota hai merey.,0
3714,Hate ka % jyaada hai love ke comparison mein ?,0
3715,So ja bhai kal pakistan ka rape bhi dekhna hai...,0
3716,India se kam hai hai rape cases. Heh baat tum bhi jaantay ho,0
3717,Year aap kashmirion aur Indian Muslims Kay saath state sponsored terrorism band kardo. Pakistani dukan bhi bandh hojaye ge.,0
3719,Acha choro. Apni army ko roti dou. Apni awaam ko toilets. Aur apni larkiyo ko rape sey bachao. Hame harr manzoor hai. We want peace & love.,0
3720,Chal hm najaiz hai tu toh suar ki jaaiz aulaad hai toh apna dna test kara k tera baap kon hai gang rape ki aulaad,0
3721,"Pahle khud to Kashmir mein terrorism band kro, fir doosron ko sabaq do, wo kia kahte hen ""Dhoop chahre per thi aur Aeena saaf krte rahe"".",0
3723,Sir aap ko unko reply dekar batane ki jarurat bilkul nahi thi..ki aapne kya khel khele hai aur aapne kya aur kyu kamaya hai Hate such ppl,0
3724,"Jis confidence se Barca fans bolte hai ke Ronaldo ne Rape kiya hai, Mujhe to shak hai ke Messi ke 2 loundo me se 1 Ronaldo ka hai !!",0
3725,Mohabbat Tum Se Nafrat Hai Episode 11 Har Pal Geo: http://youtu.be/CGfy3VudU_c?a  via @YouTube,0
3726,Mohabbat Tumse Nafrat Hai Episode 11: http://youtu.be/59ENTsf1vRk?a  via @YouTube,0
3727,Matlab kuch bhi . Search rape capital . In twitter.  Sach samny aa jaye ga pic.twitter.com/DOiiDzTh7A,0
3728,Achcha choddo.Tum log Jeeto aur hazaron Bar jeeto sirf Kashmir me Terrorism bandh kr do ind. Mujhe har manzoor hai.We want peace in Kashmir.,0
3729,"Don't throw chameli but I remember ipkknd,nafrat paas aane na den mohabaat door jaane na den,ab inn ishqbaazon ke pyaar ko kya naam doon?:(",0
3732,Nahi bheji tu kiya . Nahi bhejty . Rape capital tumhara . Tatti tum log sahi sy nahi kar skty aur baatein idhr krty ho . Jao jao,0
3733,kar lo jo kar skty ho . Hai tu rape capital tumhara he .,0
3734,Inka bas chale to Sweden aur Canada ko bhi terrorism sponsors karar dede.,0
3737,Chintu jee agar insan lajawab ho jay tu osko bat tabdil nahi karni chaiay or eay tu pori duniya janti hai TERRORISM ko karta hai,0
3738,"Lo ji! De taali  main bhi  sweet mein Vo Sandhir wale feels nai aate  not that I hate it, I do read them but Sandhir samjhke nai",0
3739,"Toh hote hai Na. Fir Kyo point out kar raha hai India ko jaise Pakistan mein Rapes hotein hi nahi hai. As per UN, u lead us in rape rates pic.twitter.com/1YuQzzuFzd",0
3740,Matlab  jis  baat  par  khoon  khaulna  chahiye.  Ussse  aap  like  karte  hain.  Vote  kya  itna  jaroori  hai.,0
3741,Bhai! Rehn de! Apne cousin se shadi kar lete hain ye log! Rape vgreh kya jab ghar me hi Behen tak nai chorte,0
3742,"At least apni na sahi,, apnay poorvajon ki janam bhoomi se itni nafrat tau na karain..Kapoor saheb",0
3743,Lagta hai Pakistaniyun ne rape kiya hua hai tera tabhi itna jalty ho,0
3745,"Aapki bhai log Ramzan ke mahine main katal kar rahe hai, terrorism kar rahe hai and aapke chacha Immam fatwa kiyu nahi nikal rahe hai",0
3747,bhaar mein jao.hindu...kashmir mein state terrorism bund kkaro...tum tun hee raho tou achcha hai.,0
3749,"kaun si duniya me rehte ho aap, rape hue nhi hai??",0
3750,Wo tumhare jaise bhole bhale log hai jo terrorism ko support karte jo aqal k andhe hote hai wohi aisa karte hai..,0
3751,"Apne mote se dimagh par zor dalen take pata chale k agar terrorsits yahan hain,tou blasts bhi yahin par kion?Think!",0
3752,Salo rape k ilawah aur kiya ate hai. Porkies,0
3755,Sir aap kuch logo ki wajah se terrorism ka poora malba sab pakistaniyon k sar phenk rahe. Dil to na dukhayein.,0
3756,jb kalbushan ko latkaen ge  to terrorism bhi band hojaega or India or Teri bhi band hojaegi...fikr na kr,0
3758,Human shield se rape ye kaise hota hai,0
3759,Apni Army ko roti do...,0
3760,Apni aurton ko rape se bachao...,0
3761,Humein sirf peace aur love chahiye,0
3762,Use ghar ki safayi karni hogi.. i wish sanya kabhi mere ghar ayi hoti.pkka mera murder kar deti mera room dekh kar PROUD OF FATIMASANASHAIKH,0
3765,Bhai terrorist ke janak bola jata Pakistan ko .. Atankwaad to inke khoon me hai ek paki ne bola ranking matter nhi krta cup matter nhi karta,0
3766,1706 AV 1706 AV modinagar bachchi ke sath rape: http://youtu.be/HIptadneYx4?a  via @YouTube,0
3767,India Waly Nafrat ko Badhawa Denay ka Koi Mauka Ni Choorty Un Gov To apni jaga un Fazool Channel waly bhi un ki... http://fb.me/5AilOCJy2 ,0
3768,Lagta hai jab angraiz gay thy to Sae daba kr hissa dal gaye jo aj tk Angraizi nae gaye khoon me se. Oh sorry urdu hai. Apni Amma se pucho. https://twitter.com/chintskap/status/875432946341101568 …,0
3769,Kashmir solve kar do terrorism khud hi band hojayegi. Y don't u get that?,0
3770,Aur ap Rape ki,0
3771,"no...! KHOON and ""Cricket"" KHEL ek sath ni ho sakti h; baki sari khel ho sakti h sath-sath - @AmitShah",0
3775,Rape category me tw kal ka match hi top pe hona hai #PAKvINDhttps://twitter.com/srubaar/status/876124135960784896 …,0
3776,kasam se dil khush ho gaya hai bohat acha kiya in ki reporting to rozana khoon pi rahi the,0
3777,Terrorism to ap log hy humreye kasmer bhiyo par zulm kartye ho ap se big terrorism khon ho ga sab se ziyada reap kaha hote hy  rishi sir ... https://twitter.com/chintskap/status/875447907922567170 …,0
3779,Ye to sahe kaha par matter solve karo ki tumhare bestie kyun hate karte he,0
3780,janha marte ho wanha hi inhe petrol se jala dena chaiye waise v terrorism ka koi jaat ya dharm nhi hota to kyun dena inki body ko priwrwleko,0
3781,Or gurur toh bhartiyo ke khoon me h hai..  Gurur krne waale kaam krte h  .. Tbhi gurur h..,0
3783,SIR..PT USHA BHI EK LDKI HAI...PLZ AP SBSE PHLE GIRLS KO RAPE SE BACHA LO..JISSE KAI SARI PT USHA APNE SPNO KI UDAAN BHAR SKE..AN INDIAN,0
3785,kisi rape ki paidawar he tu,0
3787,kuch bhi karlo Kashmir to India main hi rahega .Haan Pakistan zaroor tutega. Aur white collared terror ka bhi safaya hoga. @ndtv @BDUTThttps://twitter.com/The_Global_Kmr/status/876113468256133120 …,0
3788,@chintskap Acha choro yar Tum log Jeeto aur hazaaron Bar jeeto sirf Terrorism band kar do yar Mujhe haar manzoor hai. We want peace and love https://twitter.com/ANI_news/status/875788989793304576 …,0
3790,Achcha choddo yaar. Tum log Jeeton aur hazaaron Baar jeeton sirf Terrorism bandh kar do yaar. Mujhe haar manzoor... http://fb.me/1fvnLnHrJ ,0
3791,Tu pahle tum jo ghar me rape karte ho uska rate bata,0
3792,Kulbhushan bhi katega. Phansi pe charha ke bhej dein ge independence day pe.,0
3794,"Main Khush Hu ke uski Nafrat ka Akela Waris Hu,",0
3795,Kiun? Kaan sy khoon nikalwaany ka shoq hai?  and where do u live lol,0
3796,"Pahle tum ghar me to rape karna chodo,  bad me India ka dekhna gadho",0
3797,Agar terrorism chod denge wo to 72 hooron ki pari se kaise milenge?,0
3798,Bass aa gaya. Aapke jaise ek do aur dost naraaz ho gaye thee. Toh no hate tweet.,0
3800,"Choddain gay fir toa terrorism bandh nhi aur be bharr jaega, railway tracks pe aur be bharay bharay bombs maarte peerogay.",0
3801,Nahi Riya ji but agar matter pakistan hota hai to apne aap khoon khoul jata hai bahut Se dard hai saltation Se le kar ab tak,0
3802,wo gareeb awam ja k army ki god me kyu beithi hai.kyu waha k terror perpetrators ka sath deti hai?,0
3803,@chintskap Acha chlo ap jeeto hazar dafa jeeto par meray Kashmir main terrorism band kr do.  #PakistanZindabad,0
3804,Rape to pakistan ka hone wala hai Ground pe..Bhai tu apni jaan sambhal k kal raat ko Ghar se na nikle pata nahi koi aapke sir pe Tv tod de.,0
3805,"Gand marne ke liye, chal ab bye chinal ke, kal pure mulk ka bhi rape hojaynga tere wo bhi dekh liyo ok,",0
3808,Phir to badiya hai ....Voh Kya hai ki Hindustan ke hain na to sirf pyar aur Ekta samajh Aati hai ... yeh nafrat ki soch se confuse hote hain,0
3809,Haan 15 ek sath pure india ka rape karne ke liye,0
3810,Mujhe lagta hai kal india mai rape ki ratio bharnay wali hai chal yaar let c tomorrow aur haan izzat bacha k,0
3811,App #kashmir mein terrorism band karo innocent kashmiris ko hr roz shaheed kr rahay ho.,0
3812,Are tumhare har gali mohalle mai rape hote hai tumhare yaha ladkio ko nikalna mushkil hai,0
3815,It's just a name. There is no help. Haathi ke daant khane ke aur dikhane ke aur. #hate #Flipkart,0
3816,Yogi ji aaj Gorakhpur me fir  ik  nirdosh ka chalan kiya gaya hai .WO bhi murder 302 me aur aur aap kahte hai ki aap yogi hai,0
3819,Excuse me Mr rishi kapoor aap na bolne se pehle socha kare terrorism aap log khatam kare humare kashmir per aap log kaise zulum kar rahe hai,0
3820,Media aurpak army ko bhi hum aakele kaise goli khate rahenge mere bharat ke her jawan bhai ko unka half murder bhi nahi chahiye marane ke,0
3822,Sochne ki baat hai woh ek din bhi agar pakistani zinda na rahe tou duniya se 90% terrorism khatm ho jayega.,0
3823,"India mai baap se phele beta ajata hai Rape se jabi 14th August or 15th August ka difference pata nai, Rape jo bhut huta hai",0
3824,Sir ap raw ko samjha de wo pak mein kalbhoshan jese pithu bhejna band krde terrorism khud khatam hojae gi.umar pachpan ki harkate bachon si https://twitter.com/chintskap/status/875447907922567170 …,0
3825,ya allah hitler jesa hukmaran de sdo thatta ko sharm nai roz jamah masjid ki light kharab hoti he or ye log ac room se nikulte tuk nai inko,0
3826,@rssurjewala jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari.,0
3827,"Aapki soch ko aap k followers ne bhi reject kar diya. Sirf 1400 kuch logo'n ne pasand ki aur taqreeban 1500 RTs, nafrat chore'n Insan bane'n https://twitter.com/chintskap/status/875447907922567170 …",0
3828,jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari.,0
3829,"aik baat tay hai, india ka media jitni hatred dikhata hai Pakistani media nahin dikhata. Game hai, game ki tarah lo",0
3830,Behen ki loudi tumhare me to legal rape krte h... bhai behen ka chutiya,0
3831,Thatha inka alane unara  kastha mega medha hate pakana pettandi...,0
3833,Ye Sab chakkar rajnitee k hain ... Dilon mai nafrat ye log he dalte hain dono country k citizens k ...,0
3835,Tum paltey ho terrorism ko... 1/2,0
3836,Hahahaha tm Apni ammi or Behan ko dekho aj phr save ghr agai ha ya rape ho gya ha unka?,0
3837,"Sun pehli baat to Rape koi trolling ka hissa nhi hai, ye sharmnak hai chahe koi bhi country ho, lekin saaley tum Pakistani dogley the aur ho",0
3838,Itna hate laate kahaan se ho?,0
3839,Ma vasno Devi ke mandir Jane se sare paap Kat hate h aur man ko saanti multi h JAI MATA DI D.KUMAR.P pic.twitter.com/DhZfxSGq18,0
3840,CONG MAHAN BHEEKH MANGE OF VOTES,0
3841,OWN MOTHER BECH KAAR KE,0
3842,COW - CALF KA MURDER KARATE HO,0
3845,Budha insaan Tri FuDdi tO 65+ ki hai kOi donkey hi Chode tUjhe Or han jitenge bhi hm n plz ye rape karnA chordo hme izzat pyari hai jeet nhi,0
3846,Ap k desh wasiyon k dil to nafrat se bharay hoye hain :) but hope for the best :),0
3847,"Bibi rape ka istemal mei ne nahi usne pehle Kiya that, socha tum hijado Ko rape dikha hi du, to baat ye hai ki live dekh Lena SAB kuch ok",0
3850,Pakistan terrorism support nahi krta,0
3851,Kabhi kisi ka Dil mat Todo Kyunki crime patrol me 80% murder Dil Rodney ke wajah se hoti hai,0
3852,Rishi beta..... Kalboushan aaap ka hi Abu Hai na .. Jo terrorism Kar raha  tha Pakistan main. @chintskap,0
3853,Md junaid kya gazab ki talim paya ho tumne waisey kon si gattar chaap madrassa se talim liya hai pakistani research on Islamic terrorism,0
3854,"BJP  se nafrat,Modi se nafrat thik hai.Lekin apni BJP/Modi se nafrat ko desh se nafrat me na hone do.Congress to dube gi ,desh ko dubaoge.",0
3855,Ab iska Rape kis ne kiya..,0
3856,Kal Tak Tho Achi Bhali Virgin Thi..,0
3857,Shreef brothers ko phansi hogi,0
3858,"Farak bas itna hai hum sidhe sidhe rape Bolte hai aur tum nikah, ab Pakistan me legal rape hota hai bha se shadi kar ke Usme hum kya kare",0
3860,Islie india ko hindu rastra banay by CCC,0
3861,Ramjan may kya murder hote hai,0
3862,"Rape se jo tu obsessed hai, aur tuze live rape dikhana mera farz hai isliye fikar hai, aur attached toilet Bana diya tha hamne 47' me hi",0
3863,Aur tujh jaison ke JARURAT :D :P Hume bhe nahi ... Asli Terrorist to tum jaise log ho Jo dilon mai nafrat rakhtey ho,0
3864,"Awwww Pakistani hurt hua Bas itne mehi? Kal TV aur aankh dono phod lega tu, ek rape live hone wala hai Pakistan ka dekh liyo agar light ho",0
3865,Pakistan terrorism kabhi nahi band kar payega or India ke khilap vi kabhi nahi jit payega,0
3866,Yeh kaisi kasmiriyat so apne khoon see holiday khele. Laanat hai aise logon pe Jo apne jawano ko chod ke terrorist ke maiyad mein jaaye,0
3867,@sardanarohit Bihar me fir se double murder...itni Shanti aur kaha milegi?..Bihar me murder ka bahar hai @PMOIndia @NitishKumar @SushilModihttps://twitter.com/sandeep21182/status/876068760519495681 …,0
3869,Jo insaan pyaar bant'ta hai wo nafrat ke lessons kaise de sakta hai,0
3870,Ap mazamat karo kashmir main honay walay zulm ki agar rape purana ho gaya hai to,0
3872,Yeh rape wali story bahut purani hai koi nai baat kar,0
3873,"Lekin tum log terrorism krte raho, bs films banana chor do. Ghatiya films aur ghatiya actors.",0
3875,9 yrs me rape,0
3876,Uutni ke sath rape,0
3877,"Rascals terrorism faila ke rakha Diya hai.Pok,Gilgit, Balochistan Mei Pak se azadi chahte hai log to Pak karta Kya hai waha ke logo ko silen",0
3878,Daily 100 larki ka rape,0
3879,Tum log Jeeton aur hazaaron Baar jeeton sirf molestation/rape bandh kar do yaar. Mujhe haar manzoor hai. We want female protection,0
3880,Ap ho hi rape ki paidawaar ap kb samjho gay,0
3881,I wish beta baap s jeet jaye..is s jyada khushi pita ko kbhi ni milti..  hope pak play well .. I hate one sided match,0
3882,Paaji rape ka mazak ni krty. Beshak chutyo k mulak se hain par Pakistani hmsayo se kuch seekh e lete hain hm,0
3885,@chintskap jo marzi kar lo rishi kapoor maan lo tum ko ham se is liye nafrat hai kun k hamare level tk aye nahi ho abhi. U sarra hua tarbooz,0
3887,Dil me to blood hi hota he. .,0
3888,Cow pr hamla hoga,0
3889,Bharat bhumi pe terrorism aur jehad,0
3890,Absolutely true Sahreen. Nafrat failaney waale mutthi bhar logon ne sab ka dimaag kharaab kar rakha hai!,0
3891,kuch hote h joh bhai respect nah hate karte h isliye  bolna parta h apse koi against nah h wese acha k tum respect karti ho,0
3892,Let's stop isse pehle ki koi hamara khoon kar de,0
3893,Maine yeh pic hatred k liye nhi kiya bhai .,0
3894,"Dear best friend, ma jis se nafrat karu lazmi hai kay tum bhi us se nafrat karo.",0
3895,"Murder, is ki saza kya ho.... pic.twitter.com/icqoM54Wgz",0
3897,"Terrorism ko choro Uncle apni Biwi,Beti aur ane wali Baho ki fikar karo aisa na ho kisi Market,Auto ya Metro may Rape ho jye unka",0
3898,Mujhe tou hameesha hate hee mila hai,0
3899,#MyDadAlwaysSays That Kisi Se Nafrat Utni Hi Karo Ke Mohabbat Ki Gunjaish Rahe.,0
3902,Acha choddo yaar. Tum log Jeeton aur hazaaron Baar jeeton sirf Aurtun ka Rape bandh kar do yar. Mujhe haar manzoor hai. We want peace & love,0
3903,Jo bhi karlo #RishiKapoor kabhi Prime minister nhi banega Na us k bete ko koi film mileg Jitni hate pak se karni ho karlo Run veer kapoora,0
3904,Mohabbat Mein Teri Fitrat Kya Thi Is Kadar Humse Nafrat Kya Thi Teri Chahat Pe Wafa Ki Thi Mene Tujhe Bewafa Hone Ki Zarurat Kya Thi,0
3905,kqabar me se uthake rape kiya hain dead body ke sath tere pakistan me...chup ho ja chutiye..toilet ban chuka aaja jamader,0
3906,Yaad rakhna aise hi kisine Peshawar school ke bachon ko udaya tha.,0
3907,Hahaha wo to tujhe v pata hai ki kiska rape hoga,0
3910,Tarikh is baat ki gawahi deti hai ke baghavat ki kahaniya.kabhi gulab jal se nahi likhi gayi yeh hamesha garam khoon se likhi gayi hai wt dp,0
3911,Khatmalo ko maar maar kar khoon jaama karne se ... blood bank nahin ban jaata sir aaj kal party me aesa hi kuch ho raha hai,0
3912,"bhai hate nhi, jab se jindgi me PlayStation aya, tab se sab chhut gaya.",0
3913,Malum h nahi to murder karwa dogey bhai sahabuddin chela jail mn band h na... https://twitter.com/yadavtejashwi/status/875719068652785668 …,0
3914,"Tu to mualla bhi hai aur Rajput bhi hai,teri ragon me kiska khoon hai....",0
3917,Toilets nhe hai tmbaray haan jabhi safe hain. Larkiyan toilet se bhi neech lagti hai  Endians ko jabhi har 5 min mein 1 ka rape hota hai.,0
3918,Aur rape to beta Pakistan me Jada hota hai smjha na tum log ke pass itna paisa nhi hai ke usko news par dikha sako BC  gareeb saale,0
3920,"Hahahaha han Bhai Pakistan ke liye ranking kaha matter karega , matter to sirf faltu ki baate karti hai like , terrorism , terrorist etc...",0
3921,"Achhe ke sath achhe raho lekin bure ke liye bure mat bano, kiyu ke tum paani se khoon saaf karsakte ho par khoon se khoon nahi.!",0
3922,Show baz shareef zaror phansi pa latky ga,0
3923,"Kashmir Azaadi chahtah hai, Terrorism apne aap band ho jaye gi Sir",0
3924,Acha Terrorism Say Yaad Aaya.. Kalbhushan Yadev To Pak Main Pakkoray Bhaichny Aaya Tha..,0
3926,"Kamzor logon ko apne se taqatwar hr cheez terror me hi dalti hai , khud ko mazboot kr cheetay",0
3928,Acha choddo yaar. Tum log Jeeton aur hazaaron Baar jeeton per sirf maa behno ka rape krna band krdo muje haar manzor ha,0
3929,Khoon rang laye gaa inqalab aye ga #ModelTownMassacara,0
3931,@I_Hafeezian @iamhafeezgirl tw india ne terrorism phelaty hue taraqqi ki hy..wah..,0
3933,ye hamesha denial mode pe rahenge jitna marji aaina dikha do,0
3934,bomb blasts fidayin hamla kasmir mai aatankwad,0
3935,tere nabi k tatah 9 saal ki ladki se rape nehi karta hai chutia  sala abu jahl k najayaj aulade,0
3936,Tabhi tou kal daikhay gay baap kaun hai aur haan kal match haarnay k baad india mai rape cases zada ho jaye gay,0
3937,Bhai pakistaniyon dushmani toh nahi hume haan terrorism ko jo sponsor karte hai unse hai https://twitter.com/OvaisAlam/status/876033492987019264 …,0
3938,Ham he jeetinge tum log apni army ko khana do awam ko toilets do or apni ladies ko protection do from rape. ja kar pishab pee lo faida ho ga,0
3939,"Haha. Cat must have been like 'chodo...kaun uthega, murder karega. Sote hai usse acha'",0
3940,achha  chorain na aap jeetain or achy dr se dimagh ka elag karwain ager hum terrorism karny waly hain tu kashmir mai tum kia kr rhy ho.....,0
3945,"Thoda murder dacoit ransom loot paat , inka bhi graph dikhayie.",0
3948,Terrorism factory bandh kar de bhai aur kuch karna nahi padega,0
3949,yadi hum shuru hua na to hamare har tweet par tere aankh or kaan dono se khoon bahne lagega...,0
3950,Inko sirf ye pata hai ki Rape kia hota hai,0
3952,8 lakh jo indian kutay kashmir main logoon ko kaat rahey hain wo wapis bulwa terrorism khud khatam ho jaey gi,0
3953,Chapoor sahab hum terrorists nh hain or nahy kisi KO taqlif pohchate hain hum local loG haiN or rhi bat terrorism ki toh ap achy se jante ho,0
3954,"to AAP ke isare par AAP ke MLA Sandeep ne rape kiya hoga,ek Minister ne wife ko torcher kiya hoga aur nakli degree bhi....",0
3955,"baat usse hoti jo shabdo ki bhasha samjhe , abhi to kahte the kashmir ki azadi ke liye , jab poll khul gayi ki ye to terrorism hai , MM bhi",0
3956,"Indian terrorist? Bhai hum mars aur moon pe jane wale log hai, terrorism k liye tym nahi hai humare paas. Wo tumhe hi suit krta hai tum karo",0
3958,crime petrol ka epi nhi dekha ? 5 sal se ghar mai kam karte hue maid ne apne hi malik ka murder kiya .. kisi pr bhrosha ni karna chahiye,0
3959,Yup Ind ka volume b bara hai,0
3960,Ind ki population b zyda hai,0
3961,Ind ki poverty b zyada hai,0
3962,Ind me women rape ki ratio b zyada hai,0
3964,Inki Ragon mai wahii khoon hai jo Aatankion ki mai hai jab opposition m hoti h to khud b Gun uthaane ki baat krti,0
3967,Are toh rishi kapoor se badla lo pure India ko thodi represent karta hai wo. Keep an open mind. Hate se milta kuch nhi,0
3968,Alarm ki tune laga loo...aik haftay may nafrat hoo jayay gi..,0
3969,"Bhai aapko salam karta hu.. Aap sirf match ka baat kariye.. Kashmir, aur terrorism mai nahi karta.",0
3970,Izat tumhari bhot pahle loot gyi hai..,0
3971,To terrorism khtm kro...,0
3973,Wale log jante hai par atankwadiyo nafrat failane walo ke liye meri yehi language rahegi,0
3974,Tum kaun hotay humay terrorism ka kehne walay apne agent ko maan'nay se inkaar krdiya hai tmne aur humay baatain sunatay ho,0
3975,Pyar samarthan kar raha tu nafrat ka aur baat pyar ki baat kr raha hai aur gou mutr pe mirch lagi apna tweet pehle dekhlo kya kya bole ho,0
3978,Raveesh ji u r right,0
3979,"ap RAW ko apny mulk le jaen , Pak mai terrorism khud ba khud khtm hojaegi..",0
3980,Sir g samajhdar Aadami wo hi h jo doobti nav ko chod de kaha congress me aaye filmo me  rape karo paisa kamao https://twitter.com/rajbabbarmp/status/876002728605999105 …,0
3981,Sir g samajhdar Aadami wo hi h jo doobti nav ko chod de kaha congress me aaye filmo me kya rape karo,0
3982,English nhi aati utni bakchodo ka khoon ho jata udhar,0
3983,"naam mein terror likha hai, tu kaun se Dharam ki paidaish hain pata chalta hai.",0
3984,Gau raksha ke naam pe MURDER to suna tha per  swacha bharat ke naam pe Rajesthan me ek muslim ko government ke logo ne jaan se mardiya.. wah,0
3985,( ) lo bhai kar diya proof. PK ka bho**da khol diya.,0
3986,Ye tu sab ko pata hai Rishi g kon terrorism karta hai.tum log.,0
3987,Agar ga*d me dam hai to kabhi Indrajit Tanti ka murder ke inquiery ka demand kar,0
3988,Sahee bolay ho kal Pakistani ka rape hoga,0
3990,"Dhyan se dekhiye iss bande ko  @Atheist_Krishna ... ye meme, Photoshops aur draft ready karne me busy hai isliye abhi teeet nahi kar raha.",0
3991,terrorism kon karta hay kashmir may abhi tak 5 lakh logu ko kiss nay mara chotay chotay bachu par pellet kis nay chalayay.,0
3992,Jo sochega logic ke sath ki usko hate krta hu... means yes I do,0
3995,2 Paisa ki Randi! Agar kashmir teri choot mein ghusa du to phat jayegi aur khoon niklega choot se!,0
3996,"Yes,aur jo hate use mili wo usne khud hi bulaayi thi bayaan de kar..",0
3997,"Father of terror ki mehmannawaji jail men na karen, enko jannat pahunchayen! jitna vilamb karenge desh ka kharch danga bojh badhta jayega?",0
3998,Pakistan me 28% jaada rape hote hai india se wikipedia banned to nhi hai khol ke padh le,0
3999,Teri behn ki chut me se khoon kisne nikala puxh teri kinnar maa apni gaand me apne rate likhti hai  https://twitter.com/raj_vikrm/status/875995254796812289 …,0
4000,teri ek hi prb hai bhai...tu har baar aise hi baate karta hai...tera rape nai hua ki tu itna dukhi ho gaya hai..kesi halki baate kar raha tu,0
4001,But usse samajhna chahiye bashing uske liye nhi ragini ke liye hai,0
4006,Tere jaise kuch jihadio ke wajah se yanha rape hote hai,0
4007,Teri bhan Dudh dindi salyaa sanu dede rape karn lyi apni bhan,0
4009,@chintskap Pakistan ka ahsan hai indian par tumhain Khairat Main Jeet Dete Hain hum or Terrorism Ka Sab Se Bada Supporter Khud India hai,0
4010,At least kisi ko Female hone ka taana nahi marte. Aur wese Rape k leay tou No. 1 hai he,0
4011,bahu betio ki rape aur hatya bhi record tor ho raha hai is per aap ka dhyan hai sach batana............?,0
4012,->Ham to un ko B Yaad Rakhte hain jo Humry Nam Se Bhi Nafrat Krty hain.,0
4013,Sab se jayda nafrat mujhe us bell se h  abhi se chipak rahi thi man hua uska murder kar do,0
4014,Arye waha kuttey k sath shadi karne wale aisi batein karte hain Or medical ki student k sath 13  logon ne Rape kiya tumery india main woh,0
4015,Bhaiya terrorism aplogon ne mchai hui ha kashmir me ar ap jse senior artists such chpakr ye comments kren sharm ki bat ha !,0
4016,Tujhe kya pata ki mere dil mein,0
4017,Humara soldiers ka ?,0
4018,Agar aap thodi si bhi padhi likhi ho toh Google karo rape statistics wiki me jao aur dekho rape ration kiska kitna jyada hain fir baat karna,0
4019,And And and.Kashmir Main Tumhari Kutti Army jO Kashmiriyo K Sth,0
